Lsativa_Dandie_Chr1_000296,188,401,NBS
Lsativa_Dandie_Chr1_000296,547,733,LRR
Lsativa_Dandie_Chr1_000296,734,803,LRR
Lsativa_Dandie_Chr1_001008,19,179,TIR
Lsativa_Dandie_Chr1_001008,27,202,TIR
Lsativa_Dandie_Chr1_001008,27,199,TIR
Lsativa_Dandie_Chr1_001008,28,203,TIR
Lsativa_Dandie_Chr1_001008,219,451,NBS
Lsativa_Dandie_Chr1_001008,574,790,LRR
Lsativa_Dandie_Chr1_001008,793,904,LRR
Lsativa_Dandie_Chr1_001136,13,181,TIR
Lsativa_Dandie_Chr1_001136,13,158,TIR
Lsativa_Dandie_Chr1_001136,20,183,TIR
Lsativa_Dandie_Chr1_001136,203,421,NBS
Lsativa_Dandie_Chr1_001136,544,699,LRR
Lsativa_Dandie_Chr1_001136,700,853,LRR
Lsativa_Dandie_Chr1_001136,1145,1285,TIR
Lsativa_Dandie_Chr1_001136,1146,1312,TIR
Lsativa_Dandie_Chr1_001136,1149,1309,TIR
Lsativa_Dandie_Chr1_001136,1150,1285,TIR
Lsativa_Dandie_Chr1_001136,1151,1309,TIR
Lsativa_Dandie_Chr1_001136,1328,1459,NBS
Lsativa_Dandie_Chr1_001144,11,171,TIR
Lsativa_Dandie_Chr1_001144,13,198,TIR
Lsativa_Dandie_Chr1_001144,20,169,TIR
Lsativa_Dandie_Chr1_001144,214,349,NBS
Lsativa_Dandie_Chr1_001144,544,754,LRR
Lsativa_Dandie_Chr1_001144,755,887,LRR
Lsativa_Dandie_Chr1_001144,798,819,LRR
Lsativa_Dandie_Chr1_001145,13,173,TIR
Lsativa_Dandie_Chr1_001145,15,195,TIR
Lsativa_Dandie_Chr1_001145,21,196,TIR
Lsativa_Dandie_Chr1_001145,214,444,NBS
Lsativa_Dandie_Chr1_001145,563,783,LRR
Lsativa_Dandie_Chr1_001145,784,901,LRR
Lsativa_Dandie_Chr1_001152,9,170,TIR
Lsativa_Dandie_Chr1_001152,12,189,TIR
Lsativa_Dandie_Chr1_001152,18,193,TIR
Lsativa_Dandie_Chr1_001152,19,194,TIR
Lsativa_Dandie_Chr1_001152,19,168,TIR
Lsativa_Dandie_Chr1_001152,209,454,NBS
Lsativa_Dandie_Chr1_001152,532,696,LRR
Lsativa_Dandie_Chr1_001152,708,875,LRR
Lsativa_Dandie_Chr1_001163,50,266,NBS
Lsativa_Dandie_Chr1_001163,375,593,LRR
Lsativa_Dandie_Chr1_001163,604,690,LRR
Lsativa_Dandie_Chr1_001166,12,172,TIR
Lsativa_Dandie_Chr1_001166,14,195,TIR
Lsativa_Dandie_Chr1_001166,20,195,TIR
Lsativa_Dandie_Chr1_001166,21,170,TIR
Lsativa_Dandie_Chr1_001166,22,193,TIR
Lsativa_Dandie_Chr1_001166,211,439,NBS
Lsativa_Dandie_Chr1_001166,526,737,LRR
Lsativa_Dandie_Chr1_001166,748,837,LRR
Lsativa_Dandie_Chr1_001257,163,400,NBS
Lsativa_Dandie_Chr1_001257,513,731,LRR
Lsativa_Dandie_Chr1_001257,764,955,LRR
Lsativa_Dandie_Chr1_001257,1033,1218,LRR
Lsativa_Dandie_Chr1_001282,175,390,NBS
Lsativa_Dandie_Chr1_001282,529,983,LRR
Lsativa_Dandie_Chr1_001282,1001,1178,LRR
Lsativa_Dandie_Chr1_001297,179,395,NBS
Lsativa_Dandie_Chr1_001297,560,691,LRR
Lsativa_Dandie_Chr1_001297,692,911,LRR
Lsativa_Dandie_Chr1_001297,913,1159,LRR
Lsativa_Dandie_Chr1_001300,13,174,TIR
Lsativa_Dandie_Chr1_001300,17,198,TIR
Lsativa_Dandie_Chr1_001300,22,197,TIR
Lsativa_Dandie_Chr1_001300,23,172,TIR
Lsativa_Dandie_Chr1_001300,24,201,TIR
Lsativa_Dandie_Chr1_001300,212,362,NBS
Lsativa_Dandie_Chr1_001302,182,398,NBS
Lsativa_Dandie_Chr1_001302,528,849,LRR
Lsativa_Dandie_Chr1_001302,864,1029,LRR
Lsativa_Dandie_Chr1_001302,1037,1198,LRR
Lsativa_Dandie_Chr1_001305,185,404,NBS
Lsativa_Dandie_Chr1_001305,547,940,LRR
Lsativa_Dandie_Chr1_001305,941,1161,LRR
Lsativa_Dandie_Chr1_001339,24,184,TIR
Lsativa_Dandie_Chr1_001339,27,212,TIR
Lsativa_Dandie_Chr1_001339,32,207,TIR
Lsativa_Dandie_Chr1_001339,33,182,TIR
Lsativa_Dandie_Chr1_001339,34,203,TIR
Lsativa_Dandie_Chr1_001339,223,452,NBS
Lsativa_Dandie_Chr1_001339,581,786,LRR
Lsativa_Dandie_Chr1_001339,787,950,LRR
Lsativa_Dandie_Chr1_001340,35,192,TIR
Lsativa_Dandie_Chr1_001340,38,216,TIR
Lsativa_Dandie_Chr1_001340,39,215,TIR
Lsativa_Dandie_Chr1_001340,40,190,TIR
Lsativa_Dandie_Chr1_001340,41,221,TIR
Lsativa_Dandie_Chr1_001340,232,463,NBS
Lsativa_Dandie_Chr1_001340,586,792,LRR
Lsativa_Dandie_Chr1_001340,801,932,LRR
Lsativa_Dandie_Chr1_001341,27,186,TIR
Lsativa_Dandie_Chr1_001341,34,209,TIR
Lsativa_Dandie_Chr1_001341,34,206,TIR
Lsativa_Dandie_Chr1_001341,35,184,TIR
Lsativa_Dandie_Chr1_001341,36,209,TIR
Lsativa_Dandie_Chr1_001341,224,464,NBS
Lsativa_Dandie_Chr1_001341,583,777,LRR
Lsativa_Dandie_Chr1_001341,780,918,LRR
Lsativa_Dandie_Chr1_001342,28,187,TIR
Lsativa_Dandie_Chr1_001342,29,213,TIR
Lsativa_Dandie_Chr1_001342,35,210,TIR
Lsativa_Dandie_Chr1_001342,36,185,TIR
Lsativa_Dandie_Chr1_001342,37,209,TIR
Lsativa_Dandie_Chr1_001342,225,467,NBS
Lsativa_Dandie_Chr1_001342,591,784,LRR
Lsativa_Dandie_Chr1_001342,810,968,LRR
Lsativa_Dandie_Chr1_001343,29,188,TIR
Lsativa_Dandie_Chr1_001343,30,222,TIR
Lsativa_Dandie_Chr1_001343,36,221,TIR
Lsativa_Dandie_Chr1_001343,37,186,TIR
Lsativa_Dandie_Chr1_001343,38,220,TIR
Lsativa_Dandie_Chr1_001343,236,477,NBS
Lsativa_Dandie_Chr1_001343,598,796,LRR
Lsativa_Dandie_Chr1_001343,823,976,LRR
Lsativa_Dandie_Chr1_001344,19,179,TIR
Lsativa_Dandie_Chr1_001344,27,202,TIR
Lsativa_Dandie_Chr1_001344,27,200,TIR
Lsativa_Dandie_Chr1_001344,28,177,TIR
Lsativa_Dandie_Chr1_001344,29,202,TIR
Lsativa_Dandie_Chr1_001344,217,452,NBS
Lsativa_Dandie_Chr1_001345,29,188,TIR
Lsativa_Dandie_Chr1_001345,30,222,TIR
Lsativa_Dandie_Chr1_001345,36,221,TIR
Lsativa_Dandie_Chr1_001345,37,186,TIR
Lsativa_Dandie_Chr1_001345,38,220,TIR
Lsativa_Dandie_Chr1_001345,236,477,NBS
Lsativa_Dandie_Chr1_001345,598,796,LRR
Lsativa_Dandie_Chr1_001345,823,976,LRR
Lsativa_Dandie_Chr1_001346,19,179,TIR
Lsativa_Dandie_Chr1_001346,27,202,TIR
Lsativa_Dandie_Chr1_001346,27,200,TIR
Lsativa_Dandie_Chr1_001346,28,177,TIR
Lsativa_Dandie_Chr1_001346,29,202,TIR
Lsativa_Dandie_Chr1_001346,217,452,NBS
Lsativa_Dandie_Chr1_001347,29,188,TIR
Lsativa_Dandie_Chr1_001347,30,222,TIR
Lsativa_Dandie_Chr1_001347,36,221,TIR
Lsativa_Dandie_Chr1_001347,37,186,TIR
Lsativa_Dandie_Chr1_001347,38,220,TIR
Lsativa_Dandie_Chr1_001347,236,354,NBS
Lsativa_Dandie_Chr1_001347,366,446,NBS
Lsativa_Dandie_Chr1_001347,571,762,LRR
Lsativa_Dandie_Chr1_001347,763,905,LRR
Lsativa_Dandie_Chr1_001348,19,179,TIR
Lsativa_Dandie_Chr1_001348,27,202,TIR
Lsativa_Dandie_Chr1_001348,27,200,TIR
Lsativa_Dandie_Chr1_001348,28,177,TIR
Lsativa_Dandie_Chr1_001348,29,202,TIR
Lsativa_Dandie_Chr1_001348,217,452,NBS
Lsativa_Dandie_Chr1_001349,29,188,TIR
Lsativa_Dandie_Chr1_001349,30,222,TIR
Lsativa_Dandie_Chr1_001349,36,221,TIR
Lsativa_Dandie_Chr1_001349,37,186,TIR
Lsativa_Dandie_Chr1_001349,38,220,TIR
Lsativa_Dandie_Chr1_001349,236,477,NBS
Lsativa_Dandie_Chr1_001349,598,796,LRR
Lsativa_Dandie_Chr1_001349,823,976,LRR
Lsativa_Dandie_Chr1_001350,19,179,TIR
Lsativa_Dandie_Chr1_001350,27,202,TIR
Lsativa_Dandie_Chr1_001350,27,200,TIR
Lsativa_Dandie_Chr1_001350,28,177,TIR
Lsativa_Dandie_Chr1_001350,29,202,TIR
Lsativa_Dandie_Chr1_001350,217,452,NBS
Lsativa_Dandie_Chr1_001351,29,188,TIR
Lsativa_Dandie_Chr1_001351,30,222,TIR
Lsativa_Dandie_Chr1_001351,36,221,TIR
Lsativa_Dandie_Chr1_001351,37,186,TIR
Lsativa_Dandie_Chr1_001351,38,220,TIR
Lsativa_Dandie_Chr1_001351,236,458,NBS
Lsativa_Dandie_Chr1_001351,582,777,LRR
Lsativa_Dandie_Chr1_001351,778,876,LRR
Lsativa_Dandie_Chr1_001357,36,218,TIR
Lsativa_Dandie_Chr1_001357,36,194,TIR
Lsativa_Dandie_Chr1_001357,42,217,TIR
Lsativa_Dandie_Chr1_001357,43,192,TIR
Lsativa_Dandie_Chr1_001357,44,219,TIR
Lsativa_Dandie_Chr1_001357,232,467,NBS
Lsativa_Dandie_Chr1_001357,588,794,LRR
Lsativa_Dandie_Chr1_001357,795,931,LRR
Lsativa_Dandie_Chr1_001358,27,186,TIR
Lsativa_Dandie_Chr1_001358,33,205,TIR
Lsativa_Dandie_Chr1_001358,34,209,TIR
Lsativa_Dandie_Chr1_001358,35,184,TIR
Lsativa_Dandie_Chr1_001358,36,209,TIR
Lsativa_Dandie_Chr1_001359,63,255,LRR
Lsativa_Dandie_Chr1_001359,256,396,LRR
